Order ID,Order Date,Product Category,Product Name,Sales Amount,Profit,Region,Customer Segment
ORD-00324,2022-04-20,Furniture,Conference Table,387.77,117.38,South,Corporate
ORD-00325,2023-05-02,Office Supplies,Binder Clips Pack,114.44,7.91,North,Home Office
ORD-00326,2024-09-10,Technology,"Monitor 27""",559.41,44.01,East,Home Office
ORD-00327,2024-09-28,Technology,USB-C Hub,1810.78,325.68,South,Small Business
ORD-00328,2022-04-02,Clothing,Casual Jacket,170.85,12.23,West,Small Business
ORD-00329,2023-04-11,Technology,Laptop Pro 15,1196.48,284.08,North,Small Business
ORD-00330,2023-09-05,Clothing,Office Trousers,275.95,100.77,West,Small Business
ORD-00331,2022-12-09,Furniture,Executive Chair,1601.4,633.99,South,Corporate
ORD-00332,2023-10-17,Clothing,Formal Shirt,292.04,55.22,West,Home Office
ORD-00333,2022-01-26,Office Supplies,File Folders,,21.32,North,Small Business
ORD-00334,2022-08-05,Furniture,Conference Table,241.39,41.12,Central,Consumer
ORD-00335,2024-08-26,Clothing,Casual Jacket,323.89,94.83,South,Small Business
ORD-00336,2022-04-11,Technology,"Monitor 27""",1542.35,518.36,North,Corporate
ORD-00337,2022-07-21,Office Supplies,Printer Paper A4,67.09,21.53,North,Small Business
ORD-00338,2023-01-20,Office Supplies,Printer Paper A4,87.36,20.16,South,Consumer
ORD-00339,2022-05-15,Office Supplies,File Folders,35.77,12.8,East,Corporate
ORD-00340,2022-04-29,Technology,Wireless Mouse,649.08,,West,Corporate
ORD-00341,2022-03-04,Clothing,Office Trousers,482.23,104.21,South,Consumer
ORD-00342,2022-07-05,Office Supplies,Printer Paper A4,40.95,15.88,West,Home Office
ORD-00343,2023-07-06,Furniture,Ergonomic Footrest,818.59,236.38,West,Corporate
ORD-00344,2023-04-04,Clothing,Formal Shirt,485.16,,West,Consumer
ORD-00345,2023-06-01,Clothing,Polo T-Shirt,330.62,84.17,North,Small Business
ORD-00346,2023-09-04,Technology,Mechanical Keyboard,1431.94,234.55,North,Home Office
ORD-00347,2022-11-04,Office Supplies,Printer Paper A4,27.02,9.01,North,Corporate
ORD-00348,2024-10-15,Clothing,Casual Jacket,292.14,,West,Consumer
ORD-00349,2024-01-05,Furniture,Bookshelf 5-Tier,1283.59,145.56,West,Small Business
ORD-00350,2023-01-10,Technology,"Monitor 27""",1904.46,244.08,West,Home Office
ORD-00351,2023-06-18,Office Supplies,Stapler Set,32.38,8.81,North,Home Office
ORD-00352,2024-02-21,Technology,"Monitor 27""",1153.71,458.39,West,Consumer
ORD-00353,2022-10-21,Office Supplies,Stapler Set,205.4,55.63,Central,Small Business
ORD-00354,2024-07-14,Furniture,Bookshelf 5-Tier,1165.67,258.02,East,Consumer
ORD-00355,2024-05-29,Technology,Wireless Mouse,926.11,110.94,Central,Small Business
ORD-00356,2022-02-06,Office Supplies,Sticky Notes Pack,57.28,9.77,North,Corporate
ORD-00357,2022-12-09,Furniture,Executive Chair,,49.49,,Home Office
ORD-00358,2024-09-30,Office Supplies,Stapler Set,190.14,36.35,West,Home Office
ORD-00359,2022-02-14,Furniture,Standing Desk,336.58,21.23,West,Corporate
ORD-00360,2022-04-09,Office Supplies,File Folders,13.75,2.69,Central,Consumer
ORD-00361,2024-08-29,Clothing,Business Suit,54.19,10.69,Central,Home Office
ORD-00362,2022-10-08,Technology,Webcam HD,1240.05,184.7,Central,Home Office
ORD-00363,2023-06-23,Technology,"Monitor 27""",1696.7,180.07,West,Corporate
ORD-00364,2023-04-26,Clothing,Formal Shirt,425.85,,South,Home Office
ORD-00365,2022-07-27,Furniture,Executive Chair,1002.07,142.74,Central,
ORD-00366,2023-08-19,Technology,Laptop Pro 15,848.39,295.19,,
ORD-00367,2023-11-05,Technology,Laptop Pro 15,1096.61,,West,Corporate
ORD-00368,2024-03-30,Office Supplies,Ball Pens Box,83.29,27.48,East,Small Business
ORD-00369,2022-11-23,Furniture,Executive Chair,1788.43,363.69,West,Consumer
ORD-00370,2022-09-25,Clothing,Casual Jacket,248.31,17.92,Central,Consumer
ORD-00371,2023-11-24,Office Supplies,Sticky Notes Pack,165.71,50.43,Central,Corporate
ORD-00372,2022-04-22,Clothing,Casual Jacket,,58.38,South,Corporate
ORD-00373,2023-05-09,Furniture,Executive Chair,489.42,89.33,South,Home Office
ORD-00374,2024-07-06,Furniture,Executive Chair,797.84,248.0,South,Small Business
ORD-00375,2022-03-15,Technology,Laptop Pro 15,1202.84,320.77,South,Small Business
ORD-00376,2024-07-23,Office Supplies,Whiteboard Markers,20.31,4.25,Central,Corporate
ORD-00377,2022-07-19,Clothing,Casual Jacket,423.45,164.11,South,Consumer
ORD-00378,2022-08-06,Office Supplies,Whiteboard Markers,,11.1,Central,Home Office
ORD-00379,2023-01-20,Technology,USB-C Hub,417.34,48.7,Central,Corporate
ORD-00380,2022-09-10,Office Supplies,Sticky Notes Pack,135.11,13.12,South,Consumer
ORD-00381,2024-06-05,Clothing,Business Suit,464.52,52.04,Central,Consumer
ORD-00382,2024-03-04,Furniture,Ergonomic Footrest,948.63,186.44,West,Consumer
ORD-00383,2023-08-26,Furniture,Bookshelf 5-Tier,286.72,89.44,South,Home Office
ORD-00384,2023-03-22,Office Supplies,File Folders,65.21,18.61,Central,Home Office
ORD-00385,2022-08-25,Furniture,Conference Table,887.19,264.86,Central,Home Office
ORD-00386,2024-12-06,Office Supplies,File Folders,26.11,3.75,South,Consumer
ORD-00387,2022-05-08,Furniture,Bookshelf 5-Tier,513.2,171.88,North,Corporate
ORD-00388,2024-03-07,Technology,Mechanical Keyboard,627.67,177.36,Central,Corporate
ORD-00389,2022-04-21,Clothing,Polo T-Shirt,401.42,142.32,South,Home Office
ORD-00390,2023-02-01,Furniture,Ergonomic Footrest,348.4,38.61,North,Corporate
ORD-00391,2023-07-26,Technology,"Monitor 27""",1201.88,,East,Small Business
ORD-00392,2022-04-15,Furniture,Executive Chair,975.51,318.47,West,Home Office
ORD-00393,2023-01-12,Office Supplies,Sticky Notes Pack,40.28,7.7,North,Corporate
ORD-00394,2023-11-10,Office Supplies,Ball Pens Box,198.91,79.33,West,Home Office
ORD-00395,2023-05-08,Technology,Laptop Pro 15,1828.09,528.12,North,Small Business
ORD-00396,2023-06-10,Office Supplies,Stapler Set,183.15,33.19,East,Small Business
ORD-00397,2023-01-30,Clothing,Polo T-Shirt,487.23,156.24,East,Home Office
ORD-00398,2023-03-13,Technology,Webcam HD,1756.91,519.98,East,Corporate
ORD-00399,2024-07-29,Clothing,Business Suit,130.1,17.98,West,Consumer
ORD-00400,2024-04-14,Technology,Mechanical Keyboard,898.46,256.65,West,Home Office
ORD-00401,2022-04-04,Technology,Webcam HD,1461.59,475.62,Central,Consumer
ORD-00402,2024-06-15,Office Supplies,Whiteboard Markers,15.86,,East,Home Office
ORD-00403,2023-09-03,Clothing,Office Trousers,378.2,68.3,North,Corporate
ORD-00404,2022-09-10,Technology,Mechanical Keyboard,275.19,21.96,Central,Corporate
ORD-00405,2024-04-25,Furniture,Ergonomic Footrest,1292.04,343.57,North,Corporate
ORD-00406,2022-04-22,Office Supplies,Ball Pens Box,198.92,48.21,East,Corporate
ORD-00407,2022-07-21,Office Supplies,Binder Clips Pack,190.79,54.37,East,Home Office
ORD-00408,2023-02-01,Furniture,Executive Chair,,185.98,North,Consumer
ORD-00409,2022-12-12,Office Supplies,File Folders,67.72,13.72,North,Small Business
ORD-00410,2024-08-05,Office Supplies,Ball Pens Box,102.52,28.29,North,Small Business
ORD-00411,2023-02-07,Technology,External SSD 1TB,673.82,,North,Corporate
ORD-00412,2023-03-12,Technology,External SSD 1TB,1831.35,394.17,Central,Small Business
ORD-00413,2023-08-19,Furniture,Bookshelf 5-Tier,801.57,43.05,South,Corporate
ORD-00414,2024-07-02,Furniture,Conference Table,892.9,90.33,,
ORD-00415,2024-09-25,Clothing,Casual Jacket,350.86,81.14,East,Corporate
ORD-00416,2022-04-06,Office Supplies,Stapler Set,29.61,8.05,South,Small Business
ORD-00417,2024-02-11,Office Supplies,File Folders,134.13,30.96,North,Corporate
ORD-00418,2023-12-24,Clothing,Formal Shirt,584.0,30.55,Central,Small Business
ORD-00419,2022-06-07,Furniture,Filing Cabinet,493.13,128.56,West,Corporate
ORD-00420,2023-11-08,Technology,Webcam HD,1945.4,207.06,West,Small Business
ORD-00421,2022-09-19,Clothing,Business Suit,67.64,16.93,West,Consumer
ORD-00422,2024-11-24,Technology,Wireless Mouse,2502.28,755.29,North,Corporate
ORD-00423,2024-08-23,Office Supplies,Sticky Notes Pack,167.77,55.05,West,Small Business
ORD-00424,2022-12-10,Furniture,Conference Table,753.66,98.3,Central,Home Office
ORD-00425,2023-02-19,Clothing,Formal Shirt,421.93,110.52,East,Consumer
ORD-00426,2024-12-24,Furniture,Filing Cabinet,343.88,89.83,Central,Consumer
ORD-00427,2024-01-29,Technology,External SSD 1TB,1774.68,388.2,South,Small Business
ORD-00428,2024-05-21,Clothing,Casual Jacket,436.57,65.11,Central,Consumer
ORD-00429,2022-01-15,Clothing,Casual Jacket,344.55,100.17,West,Consumer
ORD-00430,2022-11-13,Office Supplies,Stapler Set,77.54,19.2,North,Consumer
ORD-00431,2024-04-26,Office Supplies,Binder Clips Pack,43.96,9.64,South,Corporate
ORD-00432,2022-10-10,Office Supplies,Whiteboard Markers,197.71,58.28,North,Small Business
ORD-00433,2023-11-25,Furniture,Executive Chair,1247.53,232.27,,Small Business
ORD-00434,2024-08-23,Technology,External SSD 1TB,1866.55,145.62,East,Corporate
ORD-00435,2024-12-03,Technology,Webcam HD,930.34,103.59,South,Small Business
ORD-00436,2024-11-27,Clothing,Polo T-Shirt,366.75,48.08,East,Corporate
ORD-00437,2023-05-05,Furniture,Ergonomic Footrest,1465.9,278.23,East,Home Office
ORD-00438,2024-11-26,Clothing,Polo T-Shirt,386.51,117.56,Central,Corporate
ORD-00439,2023-02-03,Office Supplies,Printer Paper A4,10.88,2.47,North,Corporate
ORD-00440,2022-08-28,Technology,Mechanical Keyboard,1645.3,413.32,North,Home Office
ORD-00441,2023-05-14,Clothing,Polo T-Shirt,257.32,65.72,Central,Small Business
ORD-00442,2022-05-19,Technology,"Monitor 27""",888.81,293.36,East,Home Office
ORD-00443,2023-06-24,Clothing,Casual Jacket,419.48,32.14,Central,Consumer
ORD-00444,2023-03-24,Furniture,Filing Cabinet,476.71,175.66,,Home Office
ORD-00445,2023-06-28,Clothing,Formal Shirt,328.37,34.35,West,Corporate
ORD-00446,2022-01-14,Technology,Laptop Pro 15,1575.64,421.06,,Small Business
ORD-00447,2023-01-10,Clothing,Office Trousers,149.94,37.76,North,Small Business
ORD-00448,2022-03-08,Technology,Mechanical Keyboard,1104.46,432.7,South,Small Business
ORD-00449,2023-03-08,Clothing,Casual Jacket,437.83,50.57,East,Consumer
ORD-00450,2023-12-04,Office Supplies,Ball Pens Box,65.0,11.72,North,Small Business
ORD-00451,2022-09-26,Clothing,Casual Jacket,374.37,124.08,South,Corporate
ORD-00452,2022-11-03,Clothing,Polo T-Shirt,143.67,52.1,West,Corporate
ORD-00453,2023-05-29,Office Supplies,File Folders,85.7,6.09,South,Home Office
ORD-00454,2023-11-17,Office Supplies,Stapler Set,150.7,25.69,East,Small Business
ORD-00455,2022-12-24,Clothing,Business Suit,363.61,116.78,North,Corporate
ORD-00456,2024-08-07,Clothing,Business Suit,413.47,69.5,South,Home Office
ORD-00457,2023-12-05,Clothing,Business Suit,,61.04,East,Corporate
ORD-00458,2024-04-27,Office Supplies,Stapler Set,33.76,4.66,North,Small Business
ORD-00459,2022-07-30,Technology,Wireless Mouse,372.0,118.98,West,Small Business
ORD-00460,2022-06-22,Technology,Laptop Pro 15,1378.7,206.06,North,Corporate
ORD-00461,2022-02-28,Furniture,Standing Desk,599.58,128.02,Central,Corporate
ORD-00462,2022-12-29,Office Supplies,Whiteboard Markers,197.98,40.04,South,Corporate
ORD-00463,2022-07-03,Office Supplies,Printer Paper A4,59.36,2.97,South,Corporate
ORD-00464,2024-12-31,Furniture,Bookshelf 5-Tier,1808.2,96.19,North,Small Business
ORD-00465,2022-01-15,Clothing,Casual Jacket,246.7,33.91,Central,Corporate
ORD-00466,2022-06-12,Clothing,Polo T-Shirt,459.48,152.85,West,Home Office
ORD-00467,2024-04-25,Office Supplies,Printer Paper A4,35.96,7.53,Central,Home Office
ORD-00468,2023-01-20,Clothing,Casual Jacket,59.96,23.4,Central,Small Business
ORD-00469,2022-01-17,Office Supplies,Printer Paper A4,103.78,16.51,West,Small Business
ORD-00470,2023-11-08,Clothing,Casual Jacket,220.9,41.39,South,Consumer
ORD-00471,2024-02-21,Clothing,Formal Shirt,,51.84,West,Home Office
ORD-00472,2024-08-01,Clothing,Formal Shirt,143.8,26.77,East,Corporate
ORD-00473,2024-12-02,Office Supplies,Printer Paper A4,86.81,5.92,West,Consumer
ORD-00474,2023-10-27,Furniture,Executive Chair,1575.79,212.86,West,Small Business
ORD-00475,2024-01-31,Technology,Mechanical Keyboard,1587.43,267.4,South,Corporate
ORD-00476,2022-08-08,Technology,Laptop Pro 15,426.49,134.28,North,
ORD-00477,2024-01-04,Clothing,Formal Shirt,367.98,90.4,East,Small Business
ORD-00478,2023-12-14,Clothing,Formal Shirt,415.23,145.83,Central,Corporate
ORD-00479,2024-07-09,Furniture,Executive Chair,468.69,128.1,Central,Corporate
ORD-00480,2023-05-05,Clothing,Formal Shirt,418.57,48.74,East,Home Office
ORD-00481,2023-10-23,Clothing,Office Trousers,450.45,29.42,West,Home Office
ORD-00482,2022-08-08,Furniture,Standing Desk,238.26,66.78,East,Corporate
ORD-00483,2022-05-26,Office Supplies,Sticky Notes Pack,134.59,45.93,North,Corporate
ORD-00484,2024-01-26,Clothing,Business Suit,288.06,88.44,North,Small Business
ORD-00485,2022-07-27,Office Supplies,Sticky Notes Pack,46.0,6.31,West,Consumer
ORD-00486,2022-08-05,Furniture,Conference Table,907.19,180.96,Central,Small Business
ORD-00487,2024-10-30,Technology,Wireless Mouse,1049.78,181.94,West,Small Business
ORD-00488,2024-04-24,Office Supplies,Whiteboard Markers,147.91,36.55,North,Home Office
ORD-00489,2024-01-08,Furniture,Filing Cabinet,726.5,286.27,Central,Home Office
ORD-00490,2022-01-14,Technology,Mechanical Keyboard,740.6,250.09,West,Home Office
ORD-00491,2022-07-13,Office Supplies,Whiteboard Markers,36.3,9.21,Central,Corporate
ORD-00492,2024-03-29,Furniture,Bookshelf 5-Tier,404.41,88.52,North,Consumer
ORD-00493,2022-03-18,Clothing,Office Trousers,75.17,24.04,East,Home Office
ORD-00494,2022-09-04,Office Supplies,File Folders,134.03,7.24,South,Small Business
ORD-00495,2023-10-16,Clothing,Business Suit,194.17,13.14,North,Consumer
ORD-00496,2023-03-31,Clothing,Polo T-Shirt,201.28,43.59,Central,Consumer
ORD-00497,2022-06-24,Technology,Mechanical Keyboard,917.35,200.28,South,Home Office
ORD-00498,2024-12-09,Furniture,Filing Cabinet,260.39,97.24,South,Corporate
ORD-00499,2024-01-19,Technology,Laptop Pro 15,826.95,129.57,South,Small Business
ORD-00500,2024-06-21,Office Supplies,Whiteboard Markers,47.94,15.11,South,Corporate
ORD-00501,2022-10-30,Technology,Laptop Pro 15,2292.88,203.95,East,Corporate
ORD-00502,2023-03-05,Clothing,Polo T-Shirt,387.66,93.84,East,Home Office
ORD-00503,2024-12-14,Furniture,Ergonomic Footrest,439.98,117.16,East,Small Business
ORD-00504,2024-03-06,Technology,"Monitor 27""",1388.67,121.87,East,Consumer
ORD-00505,2024-02-19,Office Supplies,File Folders,181.74,47.07,South,Corporate
ORD-00506,2022-02-14,Technology,Wireless Mouse,271.55,84.33,West,Small Business
ORD-00507,2023-09-12,Technology,USB-C Hub,625.17,168.19,,Home Office
ORD-00508,2023-04-07,Clothing,Business Suit,89.51,16.45,Central,Home Office
ORD-00509,2024-05-23,Furniture,Filing Cabinet,1373.63,168.08,West,Corporate
ORD-00510,2022-10-10,Furniture,Conference Table,1413.35,563.21,Central,Corporate
ORD-00511,2023-10-13,Furniture,Ergonomic Footrest,1099.99,378.21,Central,Corporate
ORD-00512,2024-04-27,Furniture,Ergonomic Footrest,524.69,143.19,East,Home Office
ORD-00513,2022-09-27,Office Supplies,Ball Pens Box,126.28,,West,Consumer
ORD-00514,2022-02-23,Furniture,Conference Table,1063.4,278.24,West,Corporate
ORD-00515,2024-08-28,Office Supplies,Ball Pens Box,16.12,,South,Small Business
ORD-00516,2023-02-23,Office Supplies,Stapler Set,,43.69,West,Corporate
ORD-00517,2024-05-25,Office Supplies,File Folders,149.71,23.88,South,Corporate
ORD-00518,2024-07-24,Technology,Mechanical Keyboard,1688.62,318.24,East,Small Business
ORD-00519,2023-01-24,Technology,Mechanical Keyboard,724.12,153.13,South,Consumer
ORD-00520,2024-11-24,Clothing,Casual Jacket,117.91,26.56,Central,Consumer
ORD-00052,2024-02-19,Clothing,Polo T-Shirt,225.49,81.64,Central,Consumer
ORD-00323,2023-11-24,Clothing,Formal Shirt,83.13,31.58,East,Consumer
ORD-00419,2022-06-07,Furniture,Filing Cabinet,493.13,128.56,West,Corporate
ORD-00083,2023-08-13,Technology,Wireless Mouse,988.61,260.11,North,Corporate
ORD-00507,2023-09-12,Technology,USB-C Hub,625.17,168.19,North,Home Office
ORD-00446,2022-01-14,Technology,Laptop Pro 15,1575.64,421.06,East,Small Business
ORD-00051,2023-03-15,Furniture,Standing Desk,670.64,82.08,South,
ORD-00004,2022-07-18,Office Supplies,Sticky Notes Pack,60.26,12.7,East,Small Business
ORD-00148,2023-07-13,Technology,USB-C Hub,1008.77,371.91,East,Corporate
ORD-00454,2023-11-17,Office Supplies,Stapler Set,150.7,25.69,East,Small Business
ORD-00317,2023-04-03,Office Supplies,Ball Pens Box,81.89,12.54,Central,Home Office
ORD-00091,2023-11-04,Office Supplies,Whiteboard Markers,106.86,32.22,South,Consumer
ORD-00352,2024-02-21,Technology,"Monitor 27""",1153.71,458.39,West,Consumer
ORD-00110,2023-11-04,Furniture,Conference Table,1565.33,617.38,West,Corporate
ORD-00098,2022-01-17,Office Supplies,Sticky Notes Pack,151.49,39.73,South,Home Office
